GAME_ID,OLD_HOME_TEAM_WIN,OLD_HOME_TEAM_REST,NEW_HOME_TEAM_WIN,NEW_HOME_TEAM_REST
20900996,0,0.03,0,1.75
20900997,1,0.17,1,2.11
20900998,0,0.22,0,1.73
20900999,0,0.85,0,2.01
20901000,0,0.08,0,2.03
20901001,1,0.56,1,1.94
20901002,1,0.63,1,1.76
20901003,1,0.65,1,2.1
20901004,0,0.53,0,1.88
20901005,1,0.62,1,1.79
20901006,1,0.93,1,1.97
20901007,1,0.05,1,1.81
20901008,1,0.06,1,2.2
20901009,1,0.6,1,1.77
20901010,1,0.65,1,2.03
20901011,1,0.66,1,2.38
20901012,1,0.82,1,2.23
20901013,1,0.6,1,1.85
20901014,1,0.24,1,2.03
20901015,1,0.02,1,1.79
20901016,0,0.57,0,2.01
20901017,1,0.75,1,1.81
20901018,1,0.3,1,1.92
20901019,0,0.37,0,2.16
20901020,1,0.49,1,1.97
20901021,1,0.43,1,1.86
20901022,0,0.02,0,2.06
20901023,0,0.88,0,2.19
20901024,1,0.61,1,1.91
20901025,1,0.76,1,2.26
20901026,1,0.91,1,2.34
20901027,0,0.36,0,2.08
20901028,1,0.85,1,2.22
20901029,0,0.24,0,1.69
20901030,1,0.38,1,2.0
20901031,0,0.04,0,2.06
20901032,1,0.47,1,1.99
20901033,0,0.78,0,2.49
20901034,0,0.84,0,1.84
20901035,1,0.49,1,1.72
20901036,0,0.62,0,1.88
20901037,1,0.53,1,1.94
20901038,1,0.66,1,1.98
20901039,0,0.35,0,2.2
20901040,1,0.97,1,1.98
20901041,1,0.9,1,2.18
20901042,1,0.84,1,2.21
20901043,0,0.16,0,1.75
20901044,0,0.02,0,2.05
20901045,1,0.34,1,1.89
20901046,1,0.84,1,2.02
20901047,0,0.0,0,2.12
20901048,1,0.12,1,1.81
20901049,0,0.5,0,1.95
20901050,1,0.66,1,1.77
20901051,0,0.49,0,1.87
20901052,0,0.22,0,1.87
20901053,0,0.01,0,1.93
20901054,0,0.07,0,1.97
20901055,1,0.41,1,1.9
20901056,1,0.34,1,2.15
20901057,1,0.52,1,1.84
20901058,1,0.59,1,1.78
20901059,1,0.55,1,1.75
20901060,1,0.79,1,1.78
20901061,0,0.67,0,1.97
20901062,1,0.02,1,2.04
20901063,0,0.89,0,2.01
20901064,0,0.41,0,1.84
20901065,1,0.33,1,1.96
20901066,0,0.66,0,1.8
20901067,1,0.15,1,1.89
20901068,0,0.56,0,2.1
20901069,0,0.32,0,1.78
20901070,1,0.63,1,2.59
20901071,1,0.7,1,1.8
20901072,1,0.86,1,1.82
20901073,1,0.6,1,2.16
20901074,1,0.41,1,1.83
20901075,0,0.44,0,1.97
20901076,1,0.72,1,1.82
20901077,1,0.34,1,2.03
20901078,1,0.56,1,1.97
20901079,0,0.6,0,2.01
20901080,1,0.44,1,1.84
20901081,1,0.93,1,2.36
20901082,0,0.0,0,1.66
20901083,1,0.37,1,2.08
20901084,0,0.28,0,2.05
20901085,0,0.21,0,1.82
20901086,0,0.43,0,2.09
20901087,1,0.66,1,2.11
20901088,1,0.4,1,2.01
20901089,1,0.45,1,1.89
20901090,0,0.03,0,2.13
20901091,1,0.88,1,1.97
20901092,1,0.73,1,2.13
20901093,0,0.0,0,2.07
20901094,0,0.7,0,1.97
20901095,0,0.82,0,1.85
20901096,0,0.44,0,2.29
20901097,0,0.8,0,2.02
20901098,1,0.38,1,1.87
20901099,1,0.18,1,2.04
20901100,1,0.58,1,2.08
20901101,1,0.71,1,1.75
20901102,1,0.61,1,1.88
20901103,0,0.6,0,2.22
20901104,0,0.72,0,1.9
20901105,1,0.6,1,2.01
20901106,1,0.14,1,2.04
20901107,1,0.63,1,2.09
20901108,1,0.53,1,2.01
20901109,1,0.77,1,2.27
20901110,1,0.46,1,1.84
20901111,0,0.54,0,2.06
20901112,0,0.02,0,2.29
20901113,0,0.58,0,1.9
20901114,0,0.34,0,2.47
20901115,1,0.0,1,2.24
20901116,0,0.46,0,2.04
20901117,1,0.5,1,1.76
20901118,1,0.89,1,2.36
20901119,1,0.81,1,1.79
20901120,0,0.81,0,1.87
20901121,1,0.22,1,1.97
20901122,1,0.69,1,2.01
20901123,0,0.74,0,2.08
20901124,0,0.33,0,1.79
20901125,0,0.36,0,2.05
20901126,1,0.85,1,2.22
20901127,0,0.01,0,2.24
20901128,1,0.23,1,2.39
20901129,1,0.67,1,1.81
20901130,1,0.35,1,2.08
20901131,1,0.34,1,2.02
20901132,0,0.27,0,2.18
20901133,1,0.5,1,1.88
20901134,1,0.39,1,2.1
20901135,1,0.65,1,1.9
20901136,0,0.33,0,2.37
20901137,0,0.54,0,1.89
20901138,1,0.33,1,1.7
20901139,1,0.48,1,1.98
20901140,0,0.04,0,1.99
20901141,1,0.24,1,2.04
20901142,0,0.56,0,2.02
20901143,1,0.49,1,2.07
20901144,1,0.59,1,2.16
20901145,0,0.76,0,1.86
20901146,1,0.22,1,1.82
20901147,1,0.84,1,1.83
20901148,0,0.09,0,1.97
20901149,1,0.53,1,2.04
20901150,1,0.6,1,2.15
20901151,0,0.18,0,2.33
20901152,1,0.48,1,1.86
20901153,1,0.41,1,2.12
20901154,0,0.77,0,2.1
20901155,0,0.32,0,2.26
20901156,1,0.58,1,2.23
20901157,0,0.03,0,2.18
20901158,1,0.66,1,2.24
20901159,0,0.34,0,1.72
20901160,1,0.34,1,1.97
20901161,1,0.98,1,2.3
20901162,1,0.7,1,1.77
20901163,0,0.15,0,2.28
20901164,0,0.14,0,2.23
20901165,0,0.6,0,1.71
20901166,1,0.72,1,2.32
20901167,1,0.36,1,2.28
20901168,1,0.57,1,1.75
20901169,0,0.06,0,2.16
20901170,1,0.66,1,2.22
20901171,1,0.51,1,2.08
20901172,1,0.02,1,2.15
20901173,1,0.77,1,2.1
20901174,1,0.82,1,2.26
20901175,0,0.08,0,2.07
20901176,1,0.3,1,1.91
20901177,0,0.55,0,1.87
20901178,0,0.49,0,1.92
20901179,0,0.98,0,2.25
20901180,0,0.1,0,2.23
20901181,1,0.26,1,2.08
20901182,0,0.09,0,2.19
20901183,1,0.4,1,1.76
20901184,1,0.71,1,1.8
20901185,0,0.6,0,1.76
20901186,0,0.83,0,2.36
20901187,1,0.53,1,1.72
20901188,1,0.85,1,1.98
20901189,0,0.62,0,1.62
20901190,0,0.43,0,1.84
20901191,0,0.87,0,1.66
20901192,0,0.85,0,2.08
20901193,0,0.35,0,2.12
20901194,1,0.03,1,1.96
20901195,0,0.33,0,1.93
20901196,0,0.5,0,2.1
20901197,0,0.15,0,1.81
20901198,1,0.06,1,2.16
20901199,0,0.27,0,1.94
20901200,1,0.43,1,1.87
20901201,1,0.52,1,2.15
20901202,0,0.9,0,1.98
20901203,0,0.37,0,1.9
20901204,0,0.47,0,1.84
20901205,0,0.34,0,1.9
20901206,1,0.18,1,1.77
20901207,0,0.58,0,1.72
20901208,1,0.6,1,1.69
20901209,1,0.56,1,2.07
20901210,1,0.7,1,2.06
20901211,0,0.23,0,2.1
20901212,0,0.35,0,1.97
20901213,1,0.63,1,1.92
20901214,0,0.62,0,1.9
20901215,1,0.33,1,2.09
20901216,1,0.68,1,2.12
20901217,1,0.79,1,1.83
20901218,0,0.39,0,1.78
20901219,0,0.79,0,1.81
20901220,1,0.87,1,2.0
20901221,0,0.69,0,1.74
20901222,1,0.85,1,1.99
20901223,0,0.03,0,1.98
20901224,1,0.27,1,1.72
20901225,1,0.95,1,1.99
20901226,1,0.4,1,1.73
20901227,1,0.28,1,1.74
20901228,1,0.23,1,1.97
20901229,0,0.8,0,2.05
20901230,0,0.77,0,2.12
21000139,1,0.2,1,1.18
21000144,1,0.4,1,1.18
21000149,1,0.36,1,1.18
21000154,0,0.19,0,1.0
21000155,0,0.79,0,1.36
21000157,1,0.38,1,1.0
21000158,1,0.54,1,1.55
21000159,0,0.1,0,1.0
21000161,0,0.48,0,1.18
21000162,1,0.25,1,1.3
21000164,1,0.66,1,1.18
21000165,1,0.61,1,1.18
21000169,1,0.73,1,1.36
21000170,1,0.52,1,1.48
21000171,0,0.89,0,1.18
21000172,1,0.06,1,1.18
21000173,1,0.44,1,1.18
21000174,1,0.31,1,1.18
21000175,1,0.69,1,1.63
21000176,0,0.5,0,1.43
21000177,1,0.78,1,1.18
21000178,0,0.74,0,1.33
21000179,0,0.61,0,1.18
21000180,1,0.07,1,1.18
21000181,0,0.57,0,1.69
21000182,1,0.4,1,1.57
21000183,0,0.58,0,1.18
21000184,0,0.64,0,1.69
21000185,1,0.08,1,1.3
21000186,0,0.35,0,1.54
21000187,1,0.99,1,1.15
21000188,1,0.39,1,1.33
21000189,0,0.68,0,1.57
21000190,0,0.01,0,1.33
21000191,1,0.63,1,1.33
21000192,1,0.32,1,1.69
21000193,0,0.38,0,1.33
21000194,1,0.84,1,1.43
21000195,0,0.43,0,1.75
21000196,0,0.53,0,1.6
21000197,1,0.9,1,1.4
21000198,0,0.19,0,1.51
21000199,1,0.99,1,1.3
21000200,1,0.66,1,1.4
21000201,0,0.25,0,1.61
21000202,1,0.01,1,1.45
21000203,1,0.59,1,1.27
21000204,1,0.15,1,1.58
21000205,1,0.36,1,1.45
21000206,1,0.73,1,1.58
21000207,1,0.6,1,1.49
21000208,1,0.89,1,1.53
21000209,0,0.4,0,1.68
21000210,1,0.17,1,1.5
21000211,1,0.75,1,1.63
21000212,1,0.6,1,1.4
21000213,1,0.59,1,1.65
21000214,1,0.39,1,1.79
21000215,0,0.22,0,1.77
21000216,0,0.93,0,1.51
21000217,1,0.13,1,1.6
21000218,0,0.5,0,1.53
21000219,1,0.78,1,1.51
21000220,1,0.19,1,1.68
21000221,1,0.34,1,1.73
21000222,1,0.27,1,1.74
21000223,1,0.72,1,1.71
21000224,1,0.73,1,1.51
21000225,1,0.24,1,1.68
21000226,1,0.24,1,1.73
21000227,0,0.73,0,1.58
21000228,0,1.0,0,1.53
21000229,1,0.73,1,1.92
21000230,1,0.33,1,1.62
21000231,1,0.85,1,1.6
21000232,1,0.59,1,1.83
21000233,0,0.45,0,2.02
21000234,0,0.88,0,1.76
21000235,0,0.38,0,1.63
21000236,1,0.3,1,1.48
21000237,1,0.11,1,1.53
21000238,0,0.15,0,1.99
21000239,1,0.88,1,1.41
21000240,1,0.1,1,1.81
21000241,0,0.11,0,1.66
21000242,0,0.56,0,1.76
21000243,0,0.5,0,1.74
21000244,0,0.6,0,1.6
21000245,0,0.37,0,1.67
21000246,1,0.19,1,1.62
21000247,1,0.28,1,1.73
21000248,1,0.82,1,1.93
21000249,0,0.62,0,1.84
21000250,1,0.33,1,1.67
21000251,1,0.5,1,1.55
21000252,1,0.92,1,1.52
21000253,1,0.93,1,1.55
21000254,0,0.53,0,1.76
21000255,1,0.88,1,1.84
21000256,1,0.41,1,1.8
21000257,1,0.72,1,1.69
21000258,1,0.49,1,1.92
21000259,0,0.08,0,1.9
21000260,0,0.38,0,1.86
21000261,1,0.76,1,1.86
21000262,0,0.31,0,1.56
21000263,1,0.37,1,1.98
21000264,1,0.88,1,1.79
21000265,1,0.55,1,1.73
21000266,0,0.62,0,1.98
21000267,1,0.27,1,1.58
21000268,1,0.95,1,1.61
21000269,1,0.35,1,1.67
21000270,1,0.88,1,2.13
21000271,1,0.96,1,1.63
21000272,1,0.25,1,1.91
21000273,0,0.35,0,1.8
21000274,0,0.26,0,1.89
21000275,1,0.23,1,2.03
21000276,1,0.58,1,1.98
21000277,1,0.11,1,1.8
21000278,1,0.84,1,1.89
21000279,0,0.15,0,1.71
21000280,1,0.92,1,1.83
21000281,0,0.44,0,1.8
21000282,0,0.51,0,1.66
21000283,1,0.57,1,1.64
21000284,1,0.92,1,2.1
21000285,1,0.58,1,1.91
21000286,0,0.97,0,1.7
21000287,1,0.18,1,1.76
21000288,1,0.8,1,1.67
21000289,1,0.4,1,1.83
21000290,1,0.28,1,1.8
21000291,1,0.04,1,2.06
21000292,1,0.18,1,2.08
21000293,0,0.03,0,1.9
21000294,0,0.14,0,1.71
21000295,0,0.72,0,1.99
21000296,1,0.1,1,1.76
21000297,1,0.52,1,1.75
21000298,1,0.71,1,1.71
21000299,1,0.95,1,2.08
21000300,1,0.72,1,1.92
21000301,1,0.06,1,1.88
21000302,1,0.34,1,1.91
21000303,0,0.64,0,1.68
21000304,1,0.92,1,1.77
21000305,1,0.52,1,1.84
21000306,0,0.45,0,2.06
21000307,1,0.65,1,1.94
21000308,1,0.22,1,1.77
21000309,1,0.73,1,1.63
21000310,1,0.32,1,2.05
21000311,1,0.6,1,2.04
21000312,1,0.98,1,1.82
21000313,1,0.47,1,1.85
21000314,1,0.37,1,1.9
21000315,1,0.46,1,2.17
21000316,1,0.96,1,2.07
21000317,0,0.07,0,1.61
21000318,1,0.95,1,1.81
21000319,1,0.3,1,2.05
21000320,0,0.24,0,2.04
21000321,1,0.23,1,1.95
21000322,1,0.81,1,1.94
21000323,0,0.54,0,1.77
21000324,0,0.76,0,1.95
21000325,1,0.01,1,1.93
21000326,0,0.48,0,1.81
21000327,0,0.73,0,2.04
21000328,1,0.99,1,1.85
21000329,1,0.58,1,1.92
21000330,1,0.37,1,1.94
21000331,0,0.21,0,1.87
21000332,0,0.12,0,1.76
21000333,1,0.79,1,1.89
21000334,1,0.16,1,2.03
21000335,0,0.48,0,1.96
21000336,1,0.53,1,2.04
21000337,1,0.87,1,1.95
21000338,0,0.36,0,1.81
21000339,1,0.51,1,1.96
21000340,0,0.05,0,1.9
21000341,0,0.32,0,2.03
21000342,1,0.55,1,1.72
21000343,0,0.37,0,2.0
21000344,0,0.12,0,1.59
21000345,1,0.86,1,1.73
21000346,1,0.99,1,1.88
21000347,1,0.43,1,1.87
21000348,0,0.34,0,2.13
21000349,1,0.98,1,1.87
21000350,1,0.49,1,2.21
21000351,0,0.04,0,2.02
21000352,1,0.76,1,1.79
21000353,1,0.91,1,1.96
21000354,0,0.21,0,1.84
21000355,1,0.97,1,1.73
21000356,1,0.9,1,1.78
21000357,1,0.61,1,1.97
21000358,0,1.0,0,1.9
21000359,1,0.45,1,1.82
21000360,1,0.24,1,2.18
21000361,0,0.03,0,2.02
21000362,0,0.08,0,2.17
21000363,1,0.08,1,1.85
21000364,1,0.62,1,2.07
21000365,1,0.41,1,1.93
21000366,1,0.02,1,1.9
21000367,0,0.26,0,1.84
21000368,0,0.98,0,2.08
21000369,1,0.77,1,1.96
21000370,0,0.29,0,1.77
21000371,1,0.98,1,1.78
21000372,1,0.74,1,1.98
21000373,1,0.14,1,1.83
21000374,1,0.84,1,2.01
21000375,1,0.94,1,2.15
21000376,1,0.24,1,2.21
21000377,1,0.66,1,1.92
21000378,1,0.02,1,2.01
21000379,1,0.99,1,2.05
21000380,0,0.61,0,1.94
21000381,1,0.17,1,1.87
21000382,0,0.66,0,2.06
21000383,0,0.85,0,1.97
21000384,1,0.19,1,1.82
21000385,1,0.31,1,1.79
21000386,0,0.39,0,2.06
21000387,1,0.43,1,1.86
21000388,1,0.89,1,2.01
21000389,1,0.5,1,1.9
21000390,1,0.78,1,1.93
21000391,1,0.24,1,1.77
21000392,0,0.31,0,2.23
21000393,0,0.04,0,2.11
21000394,1,0.01,1,1.78
21000395,0,0.96,0,2.03
21000396,0,0.53,0,2.33
21000397,1,0.97,1,1.95
21000398,1,0.41,1,1.95
21000399,1,0.49,1,1.63
21000400,1,1.0,1,2.22
21000401,1,0.23,1,1.86
21000402,0,0.46,0,1.85
21000403,1,0.26,1,2.05
21000404,0,0.07,0,2.04
21000405,0,0.93,0,2.01
21000406,1,0.36,1,1.68
21000407,0,0.34,0,1.82
21000408,1,0.3,1,1.73
21000409,1,0.02,1,2.09
21000410,0,0.99,0,1.73
21000411,1,0.98,1,1.96
21000412,1,0.66,1,1.7
21000413,0,0.23,0,2.23
21000414,1,0.6,1,1.88
21000415,0,0.15,0,1.95
21000416,0,0.14,0,1.97
21000417,1,0.64,1,2.21
21000418,0,0.37,0,2.02
21000419,0,0.05,0,2.03
21000420,0,0.93,0,1.89
21000421,1,0.57,1,1.73
21000422,0,0.31,0,2.06
21000423,0,0.35,0,2.08
21000424,1,1.0,1,2.36
21000425,1,0.29,1,2.26
21000426,0,0.04,0,1.82
21000427,1,0.28,1,1.78
21000428,1,0.99,1,1.97
21000429,0,0.73,0,1.9
21000430,1,0.09,1,1.98
21000431,0,0.03,0,2.02
21000432,0,0.37,0,2.13
21000433,1,0.53,1,2.39
21000434,1,0.39,1,1.98
21000435,0,0.62,0,2.27
21000436,1,0.5,1,2.04
21000437,1,0.44,1,2.37
21000438,1,0.49,1,2.28
21000439,0,0.15,0,2.24
21000440,0,0.67,0,2.54
21000441,0,0.53,0,2.15
21000442,1,0.52,1,2.18
21000443,1,0.66,1,2.01
21000444,0,0.27,0,2.19
21000445,1,0.1,1,2.32
21000446,0,0.44,0,2.14
21000447,1,0.5,1,2.13
21000448,0,0.66,0,2.39
21000449,1,0.35,1,1.99
21000450,0,0.66,0,2.03
21000451,1,0.9,1,2.2
21000452,0,0.83,0,2.36
21000453,0,0.02,0,2.38
21000454,1,0.62,1,2.3
21000455,0,0.1,0,2.2
21000456,0,0.36,0,2.12
21000457,1,0.85,1,2.16
21000458,1,0.71,1,1.97
21000459,0,0.96,0,2.06
21000460,1,0.77,1,2.01
21000461,1,0.18,1,2.15
21000462,1,0.65,1,1.95
21000463,1,0.4,1,2.26
21000464,1,0.1,1,2.14
21000465,1,0.3,1,2.21
21000466,0,0.57,0,1.99
21000467,0,0.45,0,1.97
21000468,1,0.44,1,2.02
21000469,0,0.93,0,2.16
21000470,0,0.16,0,2.42
21000471,1,0.01,1,2.31
21000472,0,0.77,0,2.04
21000473,1,0.82,1,1.84
21000474,0,0.64,0,2.05
21000475,1,0.45,1,1.91
21000476,0,0.52,0,2.23
21000477,0,0.6,0,2.22
21000478,1,0.16,1,1.93
21000479,1,0.8,1,2.16
21000480,1,0.62,1,2.13
21000481,1,0.63,1,2.02
21000482,1,0.11,1,2.34
21000483,1,0.52,1,2.12
21000484,0,0.27,0,1.91
21000485,1,0.87,1,1.95
21000486,1,0.93,1,2.14
21000487,1,0.38,1,2.18
21000488,1,0.9,1,2.01
21000489,1,0.29,1,2.47
21000490,1,0.64,1,2.13
21000491,1,0.47,1,2.05
21000492,1,0.3,1,2.52
21000493,0,0.51,0,2.4
21000494,0,0.28,0,2.25
21000495,0,0.03,0,1.95
21000496,1,0.63,1,2.11
21000497,1,0.23,1,2.18
21000498,0,0.68,0,2.1
21000499,0,0.4,0,2.36
21000500,1,0.88,1,2.23
21000501,1,0.56,1,1.98
21000502,1,0.69,1,1.84
21000503,1,0.76,1,2.11
21000504,1,0.65,1,2.04
21000505,1,0.97,1,1.91
21000506,1,0.54,1,2.42
21000507,1,0.91,1,2.14
21000508,1,0.53,1,2.03
21000509,1,0.52,1,1.88
21000510,0,0.49,0,2.14
21000511,1,0.45,1,2.08
21000512,0,0.02,0,2.14
21000513,1,0.09,1,2.28
21000514,1,0.92,1,2.19
21000515,1,0.26,1,2.15
21000516,1,0.71,1,1.98
21000517,0,0.39,0,2.12
21000518,0,0.79,0,1.87
21000519,0,0.33,0,1.92
21000520,0,0.76,0,2.03
21000521,0,0.27,0,2.41
21000522,1,0.34,1,2.51
21000523,0,0.68,0,1.9
21000524,1,0.32,1,2.12
21000525,0,0.29,0,2.32
21000526,1,0.5,1,2.12
21000527,1,0.12,1,2.24
21000528,1,0.81,1,1.98
21000529,1,0.95,1,2.16
21000530,1,0.69,1,2.21
21000531,0,0.26,0,2.1
21000532,0,0.24,0,2.23
21000533,0,0.18,0,2.33
21000534,1,0.53,1,1.99
21000535,1,0.76,1,1.91
21000536,1,0.86,1,2.01
21000537,1,0.51,1,2.42
21000538,0,0.26,0,2.0
21000539,1,0.16,1,2.43
21000540,1,0.42,1,1.77
21000541,1,0.56,1,2.03
21000542,0,0.45,0,1.92
21000543,0,0.15,0,1.77
21000544,1,0.28,1,1.99
21000545,1,0.56,1,2.78
21000546,1,0.61,1,1.98
21000547,1,0.12,1,2.27
21000548,0,0.37,0,2.09
21000549,0,0.78,0,1.93
21000550,1,0.84,1,1.92
21000551,1,0.67,1,2.35
21000552,0,0.58,0,1.84
21000553,1,0.61,1,1.81
21000554,1,0.9,1,2.16
21000555,0,0.45,0,2.11
21000556,1,0.28,1,2.19
21000557,0,0.12,0,2.06
21000558,1,0.25,1,2.08
21000559,0,0.52,0,1.94
21000560,1,0.89,1,1.94
21000561,1,0.78,1,2.28
21000562,1,0.42,1,2.02
21000563,0,0.52,0,2.17
21000564,1,0.39,1,1.87
21000565,0,0.29,0,2.29
21000566,0,0.29,0,2.37
21000567,1,0.57,1,2.11
21000568,0,0.4,0,1.84
21000569,1,0.28,1,2.0
21000570,1,0.56,1,2.23
21000571,0,0.46,0,2.18
21000572,1,0.71,1,2.82
21000573,1,0.08,1,2.05
21000574,1,0.8,1,2.14
21000575,1,0.5,1,2.06
21000576,0,0.61,0,2.02
21000577,1,0.3,1,2.28
21000578,0,0.35,0,2.14
21000579,1,0.59,1,1.89
21000580,0,0.46,0,2.09
21000581,1,0.88,1,1.84
21000582,0,0.27,0,1.87
21000583,1,0.71,1,2.19
21000584,1,0.52,1,2.0
21000585,1,0.31,1,2.14
21000586,1,0.95,1,1.81
21000587,0,0.96,0,2.49
21000588,0,0.57,0,2.01
21000589,1,0.34,1,2.13
21000590,1,0.46,1,2.01
21000591,1,0.66,1,1.72
21000592,1,0.57,1,2.18
21000593,0,0.38,0,2.04
21000594,1,0.67,1,2.05
21000595,1,0.23,1,1.93
21000596,1,0.54,1,2.55
21000597,1,0.92,1,1.87
21000598,0,0.3,0,2.25
21000599,1,0.56,1,2.1
21000600,0,0.71,0,2.14
21000601,1,0.53,1,2.41
21000602,1,0.45,1,1.77
21000603,1,0.87,1,1.91
21000604,1,0.64,1,2.01
21000605,1,0.69,1,2.27
21000606,1,0.64,1,2.4
21000607,1,0.54,1,2.3
21000608,1,0.73,1,2.09
21000609,1,0.49,1,1.94
21000610,1,0.65,1,1.69
21000611,0,0.29,0,2.2
21000612,0,0.85,0,1.63
21000613,0,0.0,0,2.38
21000614,1,0.03,1,2.04
21000615,1,0.42,1,2.04
21000616,1,0.82,1,2.08
21000617,1,0.09,1,2.35
21000618,1,0.91,1,1.93
21000619,1,0.63,1,1.81
21000620,1,0.95,1,2.08
21000621,1,0.06,1,2.01
21000622,1,0.52,1,2.07
21000623,0,0.2,0,1.88
21000624,1,0.69,1,2.25
21000625,1,0.79,1,2.22
21000626,1,0.5,1,1.86
21000627,1,0.57,1,1.7
21000628,1,0.77,1,1.78
21000629,1,0.36,1,2.03
21000630,1,0.61,1,2.04
21000631,0,0.84,0,2.3
21000632,1,0.88,1,2.06
21000633,0,0.0,0,2.31
21000634,0,0.47,0,2.07
21000635,1,0.32,1,2.1
21000636,1,0.97,1,2.06
21000637,0,0.68,0,2.06
21000638,1,0.79,1,2.2
21000639,0,0.67,0,1.88
21000640,0,0.57,0,1.85
21000641,1,0.31,1,1.88
21000642,1,0.34,1,1.82
21000643,1,0.2,1,2.53
21000644,1,0.31,1,2.07
21000645,1,0.71,1,1.75
21000646,1,0.96,1,1.77
21000647,1,0.39,1,2.5
21000648,0,0.5,0,1.69
21000649,0,0.59,0,2.05
21000650,1,0.85,1,1.82
21000651,1,0.58,1,2.0
21000652,1,0.45,1,2.05
21000653,1,0.38,1,1.87
21000654,0,0.83,0,1.88
21000655,1,0.54,1,2.06
21000656,0,0.03,0,1.83
21000657,1,0.06,1,1.97
21000658,1,0.81,1,1.8
21000659,0,0.11,0,2.39
21000660,1,0.97,1,1.81
21000661,0,0.9,0,1.85
21000662,0,0.58,0,1.99
21000663,0,0.36,0,1.73
21000664,1,0.61,1,2.08
21000665,1,0.5,1,2.07
21000666,0,0.39,0,1.9
21000667,1,0.67,1,2.19
21000668,0,0.08,0,2.24
21000669,1,0.59,1,1.9
21000670,0,0.02,0,1.86
21000671,0,0.71,0,1.88
21000672,1,0.26,1,2.04
21000673,0,0.08,0,2.32
21000674,1,0.56,1,1.79
21000675,0,0.4,0,1.95
21000676,0,0.11,0,1.97
21000677,0,0.38,0,1.99
21000678,1,0.37,1,2.15
21000679,1,0.67,1,2.05
21000680,0,0.6,0,2.06
21000681,1,0.05,1,2.2
21000682,0,0.79,0,2.04
21000683,0,0.01,0,1.88
21000684,1,0.47,1,2.34
21000685,0,0.0,0,2.07
21000686,1,0.31,1,2.47
21000687,1,0.87,1,2.2
21000688,1,0.6,1,2.27
21000689,1,0.07,1,1.97
21000690,1,0.27,1,1.96
21000691,0,0.26,0,1.99
21000692,0,0.78,0,2.34
21000693,1,0.91,1,1.98
21000694,1,0.69,1,1.77
21000695,1,0.03,1,2.03
21000696,1,0.78,1,2.04
21000697,1,0.67,1,1.84
21000698,1,0.85,1,2.11
21000699,1,0.51,1,1.9
21000700,1,0.32,1,2.15
21000701,0,0.73,0,2.22
21000702,0,0.52,0,2.28
21000703,1,0.47,1,1.93
21000704,1,0.53,1,2.03
21000705,1,0.39,1,1.95
21000706,1,0.51,1,1.96
21000707,1,0.17,1,1.99
21000708,1,0.25,1,1.98
21000709,1,0.32,1,1.8
21000710,1,0.69,1,2.13
21000711,1,0.79,1,1.81
21000712,1,0.85,1,2.04
21000713,1,0.25,1,1.8
21000714,1,0.55,1,2.13
21000715,1,0.44,1,1.89
21000716,1,0.4,1,2.41
21000717,0,0.67,0,2.1
21000718,1,0.35,1,2.23
21000719,1,0.43,1,2.44
21000720,0,0.0,0,1.89
21000721,0,0.55,0,1.83
21000722,0,0.21,0,2.12
21000723,0,0.59,0,2.14
21000724,0,0.36,0,2.39
21000725,1,0.49,1,2.37
21000726,1,0.4,1,1.78
21000727,1,0.67,1,2.15
21000728,0,0.5,0,1.84
21000729,0,0.7,0,2.1
21000730,0,0.43,0,1.99
21000731,1,0.45,1,2.36
21000732,0,0.56,0,2.19
21000733,0,0.58,0,1.86
21000734,1,0.66,1,1.99
21000735,1,0.79,1,2.17
21000736,1,0.0,1,1.85
21000737,0,0.05,0,1.92
21000738,1,0.62,1,2.36
21000739,1,0.14,1,2.1
21000740,0,0.8,0,2.11
21000741,1,0.91,1,1.88
21000742,0,0.78,0,2.12
21000743,0,0.45,0,2.26
21000744,0,0.6,0,1.82
21000745,0,0.39,0,1.7
21000746,0,0.03,0,1.75
21000747,0,0.0,0,1.75
21000748,0,0.42,0,1.96
21000749,1,0.47,1,2.0
21000750,0,0.23,0,1.78
21000751,0,0.16,0,2.08
21000752,0,0.56,0,1.71
21000753,1,0.63,1,2.29
21000754,1,0.91,1,2.05
21000755,0,0.24,0,1.89
21000756,1,0.26,1,2.1
21000757,1,0.53,1,2.09
21000758,1,0.26,1,1.76
21000759,0,0.63,0,1.77
21000760,0,0.28,0,1.97
21000761,1,0.97,1,1.87
21000762,0,0.6,0,1.73
21000763,1,0.51,1,1.94
21000764,0,0.3,0,2.4
21000765,0,0.75,0,2.24
21000766,0,0.83,0,2.28
21000767,1,0.35,1,1.87
21000768,0,0.62,0,2.1
21000769,1,0.94,1,2.04
21000770,1,0.15,1,2.0
21000771,0,0.85,0,2.23
21000772,0,0.77,0,1.82
21000773,0,0.0,0,1.83
21000774,1,0.57,1,1.81
21000775,1,0.16,1,2.09
21000776,0,0.72,0,1.91
21000777,0,0.22,0,2.01
21000778,1,0.02,1,2.16
21000779,0,0.51,0,2.26
21000780,0,0.58,0,1.81
21000781,0,0.2,0,2.33
21000782,1,0.5,1,2.2
21000783,0,0.46,0,2.09
21000784,1,0.68,1,2.41
21000785,1,0.27,1,1.64
21000786,0,0.34,0,1.84
21000787,1,0.71,1,1.85
21000788,0,0.71,0,1.77
21000789,1,0.48,1,1.93
21000790,0,0.15,0,2.01
21000791,1,0.0,1,1.86
